,Unnamed: 0,ID,ANIO,LESIONADOS,FALLECIDOS,LATITUD_Y,LONGITUD_X,PROVINCIA,CANTON,PARROQUIA,ZONA,FECHA,HORA,PERIODO_2,DIA_1,DIA_2,MES_1,MES_2,FERIADO,CAUSA_PROBABLE,TIPO_DE_SINIESTRO,TIPO_DE_VEHICULO_1,AUTOMOVIL,BICICLETA,BUS,CAMION,CAMIONETA,EMERGENCIAS,ESPECIAL,FURGONETA,MOTOCICLETA,NO_IDENTIFICADO,SCOOTER_ELECTRICO,TRICIMOTO,VEHICULO_DEPORTIVO_UTILITARIO,SUMA_DE_VEHICULOS,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1,CASCO_1,CINTURON_1,KMeans_Cluster
22241,80624,80625,2020,0,0,-0.106807,-78.441933,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2020-01-25,16:30:00,16,SABADO,6,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
22242,80625,80626,2020,0,0,-0.214651,-78.500491,PICHINCHA,QUITO,QUITO,URBANA,2020-01-25,17:40:00,17,SABADO,6,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,1,0,1,0,0,0,0,0,0,0,0,0,0,2,57,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22243,80630,80631,2020,0,0,-0.287512,-78.564844,PICHINCHA,QUITO,QUITO,URBANA,2020-01-25,19:05:00,19,SABADO,6,ENERO,1,NO,"FALLA MECANICA EN LOS SISTEMAS Y/O NEUMATICOS (SISTEMA DE FRENOS, DIRECCION, ELECTRONICO O MECANICO).",ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
22244,80636,80637,2020,0,1,0.004564,-78.463876,PICHINCHA,QUITO,SAN ANTONIO (QUITO),RURAL,2020-01-25,19:48:00,19,SABADO,6,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,MOTOCICLETA,1,0,0,0,0,0,0,0,1,0,0,0,0,2,28,HOMBRE,FALLECIDO,CONDUCTOR PRESENTE,NO,NO,3
22245,80645,80646,2020,1,0,-0.289445,-78.528897,PICHINCHA,QUITO,QUITO,URBANA,2020-01-25,20:50:00,20,SABADO,6,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMOVIL,1,0,0,0,0,0,0,0,1,0,0,0,0,2,48,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,1
22246,80648,80649,2020,1,0,-0.263131,-78.528551,PICHINCHA,QUITO,QUITO,URBANA,2020-01-25,21:50:00,21,SABADO,6,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,37,HOMBRE,LESIONADO,PEATON,NO,NO,0
22247,80654,80655,2020,0,1,-0.375858,-78.496351,PICHINCHA,QUITO,AMAGUANIA,URBANA,2020-01-25,23:00:00,23,SABADO,6,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,HOMBRE,FALLECIDO,PEATON,NO,SI,1
22248,80658,80659,2020,0,0,-0.209719,-78.503822,PICHINCHA,QUITO,QUITO,URBANA,2020-01-25,23:25:00,23,SABADO,6,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,62,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22249,80660,80661,2020,0,0,-0.100405,-78.469997,PICHINCHA,QUITO,QUITO,RURAL,2020-01-26,00:00:00,0,DOMINGO,7,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMOVIL,1,0,0,0,1,0,0,0,0,0,0,0,0,2,25,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
22250,80662,80663,2020,2,0,-0.290389,-78.519543,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,00:05:00,0,DOMINGO,7,ENERO,1,NO,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,MUJER,LESIONADO,PASAJERO,NO,NO,2
22251,80666,80667,2020,1,0,-0.289158,-78.561793,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,01:50:00,1,DOMINGO,7,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,1,0,0,0,0,2,29,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,1
22252,80667,80668,2020,0,0,-0.166211,-78.486823,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,02:00:00,2,DOMINGO,7,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,ROZAMIENTOS,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,52,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22253,80672,80673,2020,0,0,-0.189231,-78.452087,PICHINCHA,QUITO,NAYON,RURAL,2020-01-26,03:30:00,3,DOMINGO,7,ENERO,1,NO,"CASO FORTUITO O FUERZA MAYOR (EXPLOSION DE NEUMATICO NUEVO, DERRUMBE, INUNDACION, CAIDA DE PUENTE, ARBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VIA, ETC.).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,56,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
22254,80673,80674,2020,0,0,-0.088841,-78.487307,PICHINCHA,QUITO,QUITO,RURAL,2020-01-26,04:00:00,4,DOMINGO,7,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,39,HOMBRE,ILESO,PEATON,NO,NO,3
22255,80674,80675,2020,0,0,-0.096222,-78.467523,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,04:00:00,4,DOMINGO,7,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
22256,80675,80676,2020,2,0,-0.245185,-78.492701,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,04:15:00,4,DOMINGO,7,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,HOMBRE,LESIONADO,PASAJERO,NO,NO,1
22257,80684,80685,2020,0,1,-0.173451,-78.476865,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,06:20:00,6,DOMINGO,7,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,HOMBRE,FALLECIDO,PASAJERO,NO,NO,1
22258,80688,80689,2020,0,0,-0.168468,-78.469449,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,10:45:00,10,DOMINGO,7,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,32,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22259,80690,80691,2020,0,0,-0.004125,-78.523249,PICHINCHA,QUITO,CALACALI,RURAL,2020-01-26,13:50:00,13,DOMINGO,7,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,MUJER,ILESO,PASAJERO,NO,SI,3
22260,80695,80696,2020,1,0,-0.158729,-78.495354,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,15:30:00,15,DOMINGO,7,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,58,HOMBRE,LESIONADO,PEATON,NO,NO,1
22261,80711,80712,2020,0,0,-0.237577,-78.484667,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,19:00:00,19,DOMINGO,7,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,CAMIONETA,0,0,0,0,2,0,0,0,0,0,0,0,0,2,34,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22262,80719,80720,2020,1,0,-0.292983,-78.476589,PICHINCHA,QUITO,CONOCOTO,RURAL,2020-01-26,21:15:00,21,DOMINGO,7,ENERO,1,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,MUJER,LESIONADO,PEATON,NO,NO,3
22263,80724,80725,2020,0,0,-0.312046,-78.547308,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,21:55:00,21,DOMINGO,7,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40,HOMBRE,ILESO,PASAJERO,NO,NO,1
22264,80726,80727,2020,2,0,-0.102794,-78.488674,PICHINCHA,QUITO,QUITO,URBANA,2020-01-26,22:50:00,22,DOMINGO,7,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23,HOMBRE,LESIONADO,PASAJERO,NO,NO,1
22265,80733,80734,2020,0,0,-0.280925,-78.516523,PICHINCHA,QUITO,QUITO,URBANA,2020-01-27,06:30:00,6,LUNES,1,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,47,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22266,80734,80735,2020,6,0,-0.191637,-78.490808,PICHINCHA,QUITO,QUITO,URBANA,2020-01-27,06:40:00,6,LUNES,1,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,FURGONETA,1,0,0,0,0,0,0,1,0,0,0,0,0,2,8,MUJER,LESIONADO,PASAJERO,NO,NO,0
22267,80739,80740,2020,2,0,-0.300055,-78.555728,PICHINCHA,QUITO,QUITO,URBANA,2020-01-27,08:20:00,8,LUNES,1,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,1,0,0,0,2,25,MUJER,LESIONADO,PASAJERO,NO,NO,0
22268,80744,80745,2020,2,1,-0.462977,-78.593485,PICHINCHA,MEJIA,ALOAG,RURAL,2020-01-27,10:15:00,10,LUNES,1,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,CAMION,0,0,0,2,1,0,0,0,0,0,0,0,0,3,-1,NO IDENTIFICADO,FALLECIDO,CONDUCTOR PRESENTE,NO,SI,3
22269,80746,80747,2020,1,0,-0.194866,-78.502569,PICHINCHA,QUITO,QUITO,URBANA,2020-01-27,11:03:00,11,LUNES,1,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,BUS,0,0,1,0,0,0,0,1,1,0,0,0,0,3,23,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,1
22270,80753,80754,2020,0,0,-0.337318,-78.444285,PICHINCHA,RUMINIAHUI,SANGOLQUI,URBANA,2020-01-27,13:00:00,13,LUNES,1,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,BUS,0,0,1,0,1,0,0,0,0,0,0,0,0,2,46,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,SI,1
22271,80760,80761,2020,0,1,0.045827,-78.204817,PICHINCHA,PEDRO MONCAYO,TABACUNDO,URBANA,2020-01-27,14:45:00,14,LUNES,1,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ATROPELLOS,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,HOMBRE,FALLECIDO,PEATON,NO,SI,1
22272,80761,80762,2020,0,0,-0.118461,-78.365342,PICHINCHA,QUITO,TABABELA,RURAL,2020-01-27,14:50:00,14,LUNES,1,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,CAMIONETA,0,0,0,1,1,0,0,0,0,0,0,0,0,2,43,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
22273,80762,80763,2020,0,0,-0.281054,-78.544818,PICHINCHA,QUITO,QUITO,URBANA,2020-01-27,14:50:00,14,LUNES,1,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
22274,80767,80768,2020,2,0,-0.187724,-78.501147,PICHINCHA,QUITO,QUITO,URBANA,2020-01-27,17:30:00,17,LUNES,1,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,37,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,1
22275,80790,80791,2020,0,0,-0.215224,-78.405583,PICHINCHA,QUITO,TUMBACO,RURAL,2020-01-28,08:30:00,8,MARTES,2,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,BUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
22276,80791,80792,2020,0,0,-0.225928,-78.346561,PICHINCHA,QUITO,PIFO,RURAL,2020-01-28,08:40:00,8,MARTES,2,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,CAMIONETA,1,0,0,0,1,0,0,0,0,0,0,0,0,2,39,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
22277,80802,80803,2020,0,0,-0.312431,-78.527313,PICHINCHA,QUITO,QUITO,URBANA,2020-01-28,11:45:00,11,MARTES,2,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,CAMION,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR AUSENTE,NO,NO,2
22278,80807,80808,2020,1,0,-0.187426,-78.479813,PICHINCHA,QUITO,QUITO,URBANA,2020-01-28,14:45:00,14,MARTES,2,ENERO,1,NO,BAJARSE O SUBIRSE DE VEHICULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDAS.,CAIDA DE PASAJERO,BUS,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,MUJER,LESIONADO,PASAJERO,NO,NO,1
22279,80808,80809,2020,1,0,-0.318256,-78.557581,PICHINCHA,QUITO,QUITO,URBANA,2020-01-28,15:00:00,15,MARTES,2,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18,MUJER,LESIONADO,PASAJERO,NO,NO,1
22280,80809,80810,2020,1,0,-0.273372,-78.556719,PICHINCHA,QUITO,QUITO,URBANA,2020-01-28,15:30:00,15,MARTES,2,ENERO,1,NO,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENIALIZACION EXISTENTE (SEMAFOROS O SENIALES MANUALES).,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,HOMBRE,LESIONADO,PEATON,NO,NO,1
22281,80814,80815,2020,1,0,-0.109201,-78.457061,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2020-01-28,19:15:00,19,MARTES,2,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,17,HOMBRE,LESIONADO,PASAJERO,NO,NO,3
22282,80815,80816,2020,2,0,-0.106807,-78.441933,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2020-01-28,19:20:00,19,MARTES,2,ENERO,1,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,HOMBRE,LESIONADO,PEATON,NO,NO,3
22283,80817,80818,2020,1,0,-0.262131,-78.548079,PICHINCHA,QUITO,QUITO,URBANA,2020-01-28,19:45:00,19,MARTES,2,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",COLISION,AUTOMOVIL,3,0,0,0,0,0,0,0,0,0,0,0,0,3,31,MUJER,LESIONADO,CONDUCTOR PRESENTE,NO,NO,1
22284,80822,80823,2020,0,0,-0.112539,-78.479141,PICHINCHA,QUITO,QUITO,URBANA,2020-01-28,21:30:00,21,MARTES,2,ENERO,1,NO,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,CHOQUE LATERAL,AUTOMOVIL,2,0,0,0,0,0,0,0,0,0,0,0,0,2,76,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22285,80827,80828,2020,0,1,-0.204159,-78.445392,PICHINCHA,QUITO,CUMBAYA,RURAL,2020-01-28,22:00:00,22,MARTES,2,ENERO,1,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,HOMBRE,FALLECIDO,CONDUCTOR PRESENTE,NO,NO,3
22286,80833,80834,2020,1,0,-0.236129,-78.526758,PICHINCHA,QUITO,QUITO,URBANA,2020-01-29,06:05:00,6,MIERCOLES,3,ENERO,1,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,CAMIONETA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32,MUJER,LESIONADO,PEATON,NO,NO,0
22287,80836,80837,2020,3,0,-0.331949,-78.555081,PICHINCHA,QUITO,QUITO,URBANA,2020-01-29,07:10:00,7,MIERCOLES,3,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,BUS,0,0,1,1,0,0,0,0,0,0,0,0,0,2,38,MUJER,LESIONADO,PASAJERO,NO,NO,1
22288,80837,80838,2020,1,0,-0.072887,-78.422536,PICHINCHA,QUITO,CALDERON (CARAPUNGO),RURAL,2020-01-29,07:15:00,7,MIERCOLES,3,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,0,0,0,0,1,0,0,0,1,0,0,0,0,2,21,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
22289,80841,80842,2020,0,1,-0.466316,-78.584494,PICHINCHA,MEJIA,ALOAG,RURAL,2020-01-29,08:10:00,8,MIERCOLES,3,ENERO,1,NO,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,CAMION,0,0,1,1,0,0,0,0,0,0,0,0,0,2,-1,NO IDENTIFICADO,FALLECIDO,CONDUCTOR PRESENTE,NO,NO,3
22290,80844,80845,2020,1,0,-0.202584,-78.368603,PICHINCHA,QUITO,PUEMBO,RURAL,2020-01-29,08:30:00,8,MIERCOLES,3,ENERO,1,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,AUTOMOVIL,1,0,0,0,1,0,0,0,0,0,0,0,0,2,45,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
22291,80845,80846,2020,1,0,-0.199968,-78.428366,PICHINCHA,QUITO,CUMBAYA,RURAL,2020-01-29,08:45:00,8,MIERCOLES,3,ENERO,1,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ESTRELLAMIENTOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,47,HOMBRE,LESIONADO,CONDUCTOR PRESENTE,NO,NO,3
22292,80847,80848,2020,0,0,-0.018631,-78.452525,PICHINCHA,QUITO,SAN ANTONIO (QUITO),RURAL,2020-01-29,10:00:00,10,MIERCOLES,3,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,SI,3
22293,80862,80863,2020,0,0,-0.282959,-78.543195,PICHINCHA,QUITO,QUITO,URBANA,2020-01-29,16:15:00,16,MIERCOLES,3,ENERO,1,NO,"NO RESPETAR LAS SENIALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,CAMION,0,0,1,1,0,0,0,0,0,0,0,0,0,2,26,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,1
22294,80863,80864,2020,2,0,-0.193668,-78.491579,PICHINCHA,QUITO,QUITO,URBANA,2020-01-29,16:20:00,16,MIERCOLES,3,ENERO,1,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,HOMBRE,LESIONADO,PEATON,NO,NO,1
22295,80864,80865,2020,0,0,-0.451061,-78.594127,PICHINCHA,MEJIA,ALOAG,RURAL,2020-01-29,16:40:00,16,MIERCOLES,3,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,AUTOMOVIL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,HOMBRE,ILESO,CONDUCTOR PRESENTE,NO,NO,3
22296,80867,80868,2020,1,0,-0.105399,-78.497732,PICHINCHA,QUITO,QUITO,URBANA,2020-01-29,17:15:00,17,MIERCOLES,3,ENERO,1,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PERDIDA DE CARRIL,MOTOCICLETA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,HOMBRE,LESIONADO,PASAJERO,NO,NO,1
